institution_name,pays,type_financement
Fiona Stanley Hospital,Australia,0
Firland Foundation,United States,1
FishAmerica Foundation,United States,1
Fisher Center for Alzheimer's Research Foundation,United States,1
Fisher and Paykel Healthcare,New Zealand,1
Fisheries Agency,Japan,0
Fisheries Joint Management Committee,Canada,2
Fisheries Research and Development Corporation,Australia,2
Fisheries Society of the British Isles,United Kingdom,1
Fisheries and Oceans Canada,Canada,0
Fiskeristyrelsen,Denmark,0
Five Prime Therapeutics,United States,1
Flatiron Health,United States,1
Fleni,Argentina,0
Flight Attendant Medical Research Institute,United States,1
Flinders Foundation,Australia,1
Flinders University,Australia,0
Flora Family Foundation,United States,1
Florida Atlantic University,United States,0
Florida Atlantic University Foundation,United States,1
Florida Center for Advanced Aero-Propulsion,United States,0
Florida Department of Agriculture and Consumer Services,United States,0
Florida Department of Health,United States,0
Florida Department of State,United States,0
Florida Education Fund,United States,0
Florida Fish and Wildlife Conservation Commission,United States,0
Florida Gulf Coast University,United States,0
Florida High Tech Corridor Council,United States,2
Florida Institute of Oceanography,United States,0
Florida Institute of Technology,United States,1
Florida International University,United States,0
Florida Museum of Natural History,United States,0
Florida Polytechnic University,United States,0
"Florida Sea Grant, University of Florida",United States,0
Florida Space Grant Consortium,United States,0
Florida State University,United States,0
Florida Strawberry Growers Association,United States,1
Florida Sugar Cane League,United States,1
Flotte Océanographique Française,France,0
Flu Lab,United States,1
Focused Ultrasound Foundation,United States,1
Fogarty International Center,United States,0
Fok Ying Tong Education Foundation,China,1
Fok Ying Tung Education Foundation,China,1
Folkhälsanin Tutkimussäätiö,Finland,1
Folkhälsomyndigheten,Sweden,0
Fondation ARC pour la Recherche sur le Cancer,France,1
Fondation Acteria,Switzerland,1
Fondation Air Liquide,France,1
Fondation Aix-Marseille Universite,France,0
Fondation Arthritis,Switzerland,1
Fondation BNP Paribas,France,1
Fondation Banque de France,France,0
Fondation Bertarelli,Switzerland,1
Fondation Bettencourt Schueller,France,1
Fondation Botnar,Switzerland,1
Fondation Brain Canada,Canada,2
Fondation Brocher,Switzerland,1
Fondation CHU de Québec,Canada,0
Fondation Cancer,Luxembourg,1
Fondation Centaure,France,2
Fondation CentraleSupélec,France,1
Fondation Charcot,Belgium,1
Fondation Charles-Bruneau,Canada,1
Fondation Claude Pompidou,France,1
Fondation Cognacq-Jay,France,1
Fondation EDF,France,1
Fondation Ernst et Lucie Schmidheiny,Switzerland,1
Fondation FondaMental,France,1
Fondation Francophone pour la Recherche sur le Diabète,France,1
Fondation Francqui - Stichting,Belgium,1
Fondation Fyssen,France,1
Fondation Gilbert Lagrue,France,1
Fondation Gustave Roussy,France,0
Fondation Générale de Santé,France,1
Fondation HEC,France,1
Fondation Hospices Civils de Lyon,France,0
Fondation ISREC,Switzerland,1
Fondation Innovations en Infectiologie,France,1
Fondation Institut Universitaire de Cardiologie et de Pneumologie de Québec,Canada,0
Fondation Institut de Cardiologie de Montréal,Canada,0
Fondation Jean-Louis Lévesque,Canada,1
Fondation Jérôme Lejeune,France,1
Fondation Le Roch-Les Mousquetaires,France,1
Fondation Leducq,France,1
Fondation Leenaards,Switzerland,1
Fondation Lefoulon Delalande,France,1
Fondation Louvain,Belgium,1
Fondation L'Oréal,France,1
Fondation MAIF,France,1
Fondation Maison des Sciences de l'Homme,France,0
Fondation Maladies Rares,France,1
Fondation Mathématique Jacques Hadamard,France,0
Fondation Medic,Canada,1
Fondation Merac,Switzerland,1
Fondation Milena Carvajal - Pro-Kartagener,France,1
Fondation Motrice,France,1
Fondation Muriel McQueen Fergusson,Canada,1
Fondation Médicale Reine Elisabeth,Belgium,1
Fondation Méditerranée Infection,France,0
Fondation Mérieux,France,1
Fondation Nanosciences,France,0
Fondation Nelia et Amadeo Barletta,France,1
Fondation Nestlé,Switzerland,1
Fondation Neurodis,France,0
Fondation OCP,Morocco,1
Fondation Orange,France,1
Fondation Partager le Savoir,France,0
Fondation Philanthropia,Switzerland,1
Fondation Philippe Chatrier,France,1
Fondation Philippe Wiener - Maurice Anspach,Belgium,1
Fondation Pierre Deniker pour la Recherche et la Prévention en Santé Mentale,France,0
Fondation Pierre Mercier,Switzerland,1
Fondation Pierre Mercier pour la Science,Switzerland,1
Fondation Pierre-Gilles de Gennes pour la recherche,France,0
Fondation Plan Alzheimer,France,0
Fondation Pour l'Audition,France,1
Fondation Pour la Recherche en Chimie,France,0
Fondation PremUP,France,0
Fondation Princesse Grace de Monaco,Monaco,1
Fondation Raoul Follereau,France,1
Fondation René Touraine,France,1
Fondation Rheumasearch,Switzerland,1
Fondation Roger de Spoelberch,Belgium,1
Fondation Saint Luc,Belgium,1
Fondation Sanofi Espoir,France,1
Fondation Santos-Suarez pour la Recherche Médicale,France,1
Fondation Schlumberger pour l'Education et la Recherche,France,1
Fondation Sciences Mathématiques de Paris,France,0
Fondation Sciences et Technologies pour l'Aéronautique et l'Espace,France,0
Fondation Simone et Cino Del Duca,France,1
Fondation Tara Océan,France,0
Fondation Thierry Latran,Germany,1
Fondation Toulouse Cancer Santé,France,0
Fondation Tuck,Switzerland,1
Fondation Université Européenne du Travail,France,0
Fondation Université Grenoble Alpes,France,0
Fondation Veolia Environnement,France,1
Fondation Voir et Entendre,France,1
Fondation contre le Cancer,Belgium,1
Fondation de Coopération Scientifique Campus Paris-Saclay,France,2
Fondation de France,France,1
Fondation de l'Avenir pour la Recherche Médicale Appliquée,France,1
Fondation de l'Ecole Normale Superieure,France,0
Fondation de l'Hôpital Général de Montréal,Canada,0
Fondation de l'Hôpital de Montréal pour enfants,Canada,0
Fondation de l'Hôpital général juif,Canada,0
Fondation de l'École Polytechnique,France,0
Fondation des Gueules Cassées,France,1
Fondation des Sciences du Patrimoine,France,1
Fondation des Treilles,France,1
Fondation du Collège de France,France,0
Fondation du Grand défi Pierre Lavoie,Canada,1
Fondation du Rein,France,1
Fondation du Risque,France,1
Fondation du Souffle,France,1
Fondation du cancer du sein du Québec,Canada,1
Fondation pour l'Aide à la Recherche sur la Sclérose en Plaques,France,1
Fondation pour la Médecine de Laboratoire,France,1
Fondation pour la Recherche Médicale,France,1
Fondation pour la Recherche Nuovo-Soldati,France,1
Fondation pour la Recherche en Psychomotricité et Maladies de Civilisation,France,1
Fondation pour la Recherche sur Alzheimer,France,1
Fondation pour la Recherche sur la Biodiversite,France,1
Fondation pour la recherche juridique,France,1
Fondation pour les Etudes et Recherches sur le Développement International,France,1
Fondazione Antonio Carlo Monzino,Italy,1
Fondazione Aviralia,Italy,1
Fondazione Bambino Gesù,Italy,1
Fondazione Banco di Sardegna,Italy,1
Fondazione Bruno Kessler,Italy,1
Fondazione CON IL SUD,Italy,1
Fondazione CRT,Italy,1
Fondazione Cariplo,Italy,1
Fondazione Cassa Di Risparmio Di Trento E Rovereto,Italy,1
Fondazione Cassa di Risparmio di Civitavecchia,Italy,1
Fondazione Cassa di Risparmio di Firenze,Italy,1
Fondazione Cassa di Risparmio di Foligno,Italy,1
Fondazione Cassa di Risparmio di Gorizia,Italy,1
Fondazione Cassa di Risparmio di Modena,Italy,1
Fondazione Cassa di Risparmio di Padova e Rovigo,Italy,1
Fondazione Cassa di Risparmio di Perugia,Italy,1
Fondazione Cassa di Risparmio di Verona Vicenza Belluno e Ancona,Italy,1
Fondazione Città della Speranza,Italy,1
Fondazione Edmund Mach,Italy,1
Fondazione Europea Ricerca Biomedica,Italy,1
Fondazione Fratelli Confalonieri,Italy,1
Fondazione Gino Galletti,Italy,1
Fondazione Guido Berlucchi,Italy,1
Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,Italy,0
Fondazione IRCCS Policlinico San Matteo,Italy,0
Fondazione Internazionale Menarini,Italy,1
Fondazione Internazionale Premio Balzan,Italy,1
Fondazione Italiana Sclerosi Multipla,Italy,1
Fondazione Italiana di Ricerca per la Sclerosi Laterale Amiotrofica,Italy,1
Fondazione Italiana per la Ricerca sul Cancro,Italy,1
Fondazione Pezcoller,Italy,1
Fondazione Pierfranco e Luisa Mariani,Italy,1
Fondazione Pisa,Italy,0
Fondazione Regionale per la Ricerca Biomedica,Italy,0
Fondazione Ri.Med,Italy,2
Fondazione Roma,Italy,1
Fondazione Telethon,Italy,1
Fondazione Umberto Veronesi,Italy,1
Fondazione Zegna,Italy,1
Fondazione di Sardegna,Italy,0
Fondazione per la Ricerca Biomedica,Italy,1
Fondazione per la Ricerca sulla Fibrosi Cistica,Italy,1
Fonden til Lægevidenskabens Fremme,Denmark,1
Fondo Argentino Sectorial,Argentina,0
Fondo Nacional de Ciencia Tecnología e Innovación,Chile,0
Fondo Nacional de Ciencia y Tecnología,Chile,0
Fondo Nacional de Desarrollo Científico y Tecnológico,Chile,0
"Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica",Peru,0
Fondo de Cooperación Internacional en Ciencia y Tecnología,Spain,2
Fondo de Financiamiento de Centros de Investigación en Áreas Prioritarias,Chile,0
Fondo de Fomento al Desarrollo Científico y Tecnológico,Chile,0
Fondo para la Investigación Científica y Tecnológica,Argentina,0
Fondren Foundation,United States,1
Fonds Baillet Latour,Belgium,1
Fonds De La Recherche Scientifique - FNRS,Belgium,0
Fonds Erasme,Belgium,1
Fonds Français pour l'Environnement Mondial,France,0
Fonds Léon Fredericq,Belgium,1
Fonds National de la Recherche Luxembourg,Luxembourg,0
Fonds NutsOhra,Netherlands,1
Fonds Québécois de la Recherche sur la Nature et les Technologies,Canada,0
Fonds Spéciaux de Recherche,Belgium,0
Fonds Unique Interministériel,France,0
Fonds Wetenschappelijk Onderzoek,Belgium,0
Fonds de Recherche du Québec - Santé,Canada,0
Fonds de Recherche du Québec-Société et Culture,Canada,0
Fonds de Recherche en Santé Respiratoire,France,0
Fonds de dotation CSL Behring pour la recherche,France,1
Fonds de recherche du Québec,Canada,0
Fonds de recherche du Québec – Nature et technologies,Canada,0
Fonds der Chemischen Industrie,Germany,1
Fonds d'Etudes et de Recherche du Corps Médical,France,0
Fonds pour la Formation de Chercheurs et l'Aide à la Recherche,Canada,0
Fonds pour la Formation à la Recherche dans l'Industrie et dans l'Agriculture,Belgium,0
Fonterra Co-Operative Group,New Zealand,1
Food Allergy Research and Education,United States,1
"Food Innovation Center, Ohio State University",United States,0
Food Safety Authority of Ireland,Ireland,0
Food Safety and Inspection Service,United States,0
Food Standards Agency,United Kingdom,0
Food and Drug Administration,United States,0
Food and Health Bureau,Hong Kong,0
Food and Nutrition Research Institute,Philippines,0
Food and Nutrition Service,United States,0
Ford Foundation,United States,1
Ford Motor Company,United States,1
Fordham University,United States,0
Foreign Affairs and International Trade Canada,Canada,0
Foreign Agricultural Service,United States,0
Foreign and Commonwealth Office,United Kingdom,0
"Foreign, Commonwealth and Development Office",United Kingdom,0
Forest Laboratories,United States,1
